id,model,cleaned_text
freedom_ai_labs_0076,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Минут уже прошло будет, сколько часа буду ли ждать пятьдесят минут надо так описать, чтобы я заказала."
freedom_ai_labs_0077,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Курьер заберет в течение десяти минут примерно доставит, мы поторопимся."
freedom_ai_labs_0078,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Ну так уже прошло было тридцать пять минут или сколько ещё, как курьер заберутся, и еще, , неизвестно, сколько это получается час, так ну напишите, что час я из-за вас, что теперь должна сидеть час ждать, я знала бы о другом месте, взяла бы."
freedom_ai_labs_0079,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Почему это пишете, двадцать тридцать минут."
freedom_ai_labs_0080,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Хорошо, мы исправим."
freedom_ai_labs_0081,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Нет, не надо мне исправлять, дайте мне другого менеджера, который эти вопросы решает, вы должны как-то возмещать что-то это либо какие-то стрельки, предоставляющие за ваши косяки, не за мои же."
freedom_ai_labs_0082,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,В качестве извинения отправим Вам скидочку к следующему заказов рядом.
freedom_ai_labs_0083,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"И звоните, предупреждайте, когда ваша курьера задерживается, они должны звонить, предупреждать, почему я должна их искать."
freedom_ai_labs_0084,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"В просто время да, некорректно, действительно не актуализировалось и поэтому так получилось, за что мы извиняемся."
freedom_ai_labs_0085,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Какие у вас цветы есть?
freedom_ai_labs_0086,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Мы уже отправили на ваш аккаунт скидку к следующему заказу тысячу тенге.
freedom_ai_labs_0087,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Через сколько он будет?
freedom_ai_labs_0088,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Как курьер заберет в течение десяти минут .
freedom_ai_labs_0089,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Ну это сколько еще ждать, когда он заберет?"
freedom_ai_labs_0090,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Сейчас ваш заказ первый на очереди, то есть курьер уже должен забрать фотосвободно и заберет."
freedom_ai_labs_0091,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Мысқай! Все как можно скорее.
freedom_ai_labs_0092,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Всего доброго!
freedom_ai_labs_0093,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Тыңдап тұрыңыздар.
freedom_ai_labs_0094,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Алло, саламатсыздар! Массаж істір ма?"
freedom_ai_labs_0095,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Алло!
freedom_ai_labs_0096,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Ал Чоколад компаниясына хабарласып тұрсыз.
freedom_ai_labs_0097,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Қандай?
freedom_ai_labs_0098,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Токолайф деген был купондар для сертификаттар сервиса
freedom_ai_labs_0099,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,алло
freedom_ai_labs_0100,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,алло
freedom_ai_labs_0101,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,алло!
freedom_ai_labs_0102,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"А здравствуйте, этот я хотела узнать э мы вот э этот вегетарианец в кафе, короче вот"
freedom_ai_labs_0103,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"заказ поступил у нас э этот я не могу понять здесь  можете я не могу с ней связаться, хотела уточнить у нас некоторых позиций нету сейчас в наличии, как быть?"
freedom_ai_labs_0104,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Номер заказа подскажите, пожалуйста."
freedom_ai_labs_0105,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Так сейчас скажу просто этот некоторых позиций нету и до нее дозвониться не могу  и этот сказать об этом сто девяносто два.
freedom_ai_labs_0106,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Дәл!
freedom_ai_labs_0107,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Двести девяносто девять, девятьсот девяносто так нет, девяносто девять, ноль, пять,"
freedom_ai_labs_0108,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"девятнадцать, двадцать два, девятнадцать, двадцать два, девяносто девять, девяносто девять, ноль пять."
freedom_ai_labs_0109,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Нет, подскажите!"
freedom_ai_labs_0110,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Так сейчас я скажу вам,"
freedom_ai_labs_0111,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"блин, куда они исчезли"
freedom_ai_labs_0112,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"еще у меня здесь пишут как будто бы Э это комбучно, а вот комбучно на каком молоке на растительном или на Э три и два молоко здесь непонятно. Латэ вот у меня пишут, а здесь написано кофе декабрь и корень зеленая голубая мачо это вообще разные вещи,"
freedom_ai_labs_0113,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"вот два капучино есть, латте есть, потом , если у него шесть апкада с фисташками нету в наличии, печенье кахимии нету у меня в наличии."
freedom_ai_labs_0114,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Так дайын тогда заказ отменить, я попрошу клиента перезаказать, вы у себя просто сто плиз обновите."
freedom_ai_labs_0115,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Хорошо!
freedom_ai_labs_0116,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Все, спасибо оттуду."
freedom_ai_labs_0117,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Мхм!
freedom_ai_labs_0118,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Ало, салматысыз ба?"
freedom_ai_labs_0119,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Сәлеметсіз!
freedom_ai_labs_0120,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,", біз дейін Чоколайктан билет алып жатқанбыз ғой бассейнге қазір барғанға."
freedom_ai_labs_0121,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Иә!
freedom_ai_labs_0122,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,", сол жерде бізге бүгінгі дата шықпақ тұрды, только ертеңгі датаға деп тұрды. Соны қалай істесек болады?"
freedom_ai_labs_0123,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Есіңіз қалай болады?
freedom_ai_labs_0124,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Есімім Маида.
freedom_ai_labs_0125,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Айда қай бойынша айта аласыз ба?
freedom_ai_labs_0126,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Ал!
freedom_ai_labs_0127,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Қай акция бойынша айта аласыз ба?
freedom_ai_labs_0128,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,","
freedom_ai_labs_0129,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"скідка, иә, отыз бес процент деп тұр."
freedom_ai_labs_0130,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Қайда бұл акция, қайда?"
freedom_ai_labs_0131,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Дос!
freedom_ai_labs_0132,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Бүгін барайын деп едіңіз ба?
freedom_ai_labs_0133,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Иә, біз уже қазір келеміз ғой."
freedom_ai_labs_0134,Qwen3-8B-GGUF-Q8_0-edits-v2-all215," Өкінішке орай бүгінгі күнге билеттер бітіп қалды. Сол жерде ғана ала аласыз, оларда болса. Бірақ сертификаттар ертеңде ғана бар."
freedom_ai_labs_0135,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Хорошо, рахмет!"
freedom_ai_labs_0136,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,тындап тұрын сізді.
freedom_ai_labs_0137,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,", сізден сұрайын деген ол Чоколайзта баланстынсты қалай тудыруға болады?"
freedom_ai_labs_0138,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Қалай балансы аккаунттың?
freedom_ai_labs_0139,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Мен қазір баласына екі мың теңге ақша тұр, оның тағы да үстіне ақша қосуға болады ма? Былай не етіп бес мың теңге қосып бірдене алайын дегенім ғой."
freedom_ai_labs_0140,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,төлеген кезде Потратить бонусы деп болсаңыз болады. Қалған III сома картаңыздан шешіледі.
freedom_ai_labs_0141,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Мен картамды алмайатырмын, мынау еще  открапты келіватыр қайта-қайта."
freedom_ai_labs_0142,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Қандай отказ?
freedom_ai_labs_0143,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Свяжі со своим банком деп ше, картаны қабылдамайтын?"
freedom_ai_labs_0144,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Сіз қандай картаны қостыңыз?
freedom_ai_labs_0145,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Народный банктының картасы.
freedom_ai_labs_0146,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Распи арқылы көле алмайсыз ба?
freedom_ai_labs_0147,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Касса арқылы. Сөйтіп ақша болмай тұр ғой. Кәске де барып салу керек те.
freedom_ai_labs_0148,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Ендеше банкпен хабарласу керек, мүмкін бір лимиттер бар шығар немесе о сайт арқылы көрініс төлеу."
freedom_ai_labs_0149,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Так неден шығы ана басқа сотовая оплата деп тұр ғой, киви терминалы бір бәле дегендерді салуға болады ма? Наличка."
freedom_ai_labs_0150,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Иә, иә, негізі болады. Бірақ III картамен жасаған дұрыс. Әйтпесе возврат болатын болса ол қиын болады."
freedom_ai_labs_0151,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Партамен дұрыс та.
freedom_ai_labs_0152,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Иә!
freedom_ai_labs_0153,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Онда Каспийдің картасымен болатын ма?
freedom_ai_labs_0154,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Выбрать способ оплаты дегенде сіз ол жерде карточный таңдай аласыз.
freedom_ai_labs_0155,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Кейін сізге сол. Каспинг қолданбасын айтып жібереді.
freedom_ai_labs_0156,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Менде қазір екі мың теңге бонусқа бірден тұр,  ішінде"
freedom_ai_labs_0157,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Иә, төлеген кезде Потратить бонус іздеу пассат сол бонус ы арқылы төлей аласың."
freedom_ai_labs_0158,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,", Фиша, иә, солай. Мен просто қазір бастау. Менде екі мың сегіз жүз теңге. Балама бәсеңе билет айнатыпты ма соның екі мың теңгесін тойды бонусқа құртып, сегіз жүз теңгесін төлессем бола ма дегенім ғой."
freedom_ai_labs_0159,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,қалай?
freedom_ai_labs_0160,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Екі мың теңгесін, бонус екі мың сегіз жүз теңгеге аламын да, балаға бір теңге билетші ертеңге."
freedom_ai_labs_0161,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"А, Иә, екі мың теңге бонус кетпейді. Қалғанын"
freedom_ai_labs_0162,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"бонус сегіз жүз теңгені төленетін әдемі,"
freedom_ai_labs_0163,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,иә?
freedom_ai_labs_0164,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,", сізге жақсы рахмет, аға!"
freedom_ai_labs_0165,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Алло!
freedom_ai_labs_0166,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Алло, здравствуйте ещё раз!"
freedom_ai_labs_0167,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Да!
freedom_ai_labs_0168,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Ага, вот звоню вам Стекол, вот проверила по системе, там видимо курьер чуть дальше назначался из-за этого, кажется оно с задержкой э не отобразилось вот вижу только что курьера назначили, а ваш заказ уже готовится в ресторане где-то ориентировочно."
freedom_ai_labs_0169,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"А что там в моём заказе, потому что сумма неожиданно маленькая оказалась?"
freedom_ai_labs_0170,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,а в вашем заказе сейчас я подскажу так.
freedom_ai_labs_0171,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Потому что должно быть больше.
freedom_ai_labs_0172,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,В ваш заказе биг донер куриный один и все.
freedom_ai_labs_0173,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Ага, а я бы нажимал вроде бы два, а вы можете как-то я могу, как-то я могу это поменять мне мне одного не хватит с отругой эээ, я не знаю, вы можете выставить чек эээ, или на этот номер этот в Каспи, или как-то можно что-то сделать с этой ситуацией?"
freedom_ai_labs_0174,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"А вы попробуйте тогда в том же месте заново еще один заказ оформить и одну штуку добавить, а мы предупредим со своей стороны, чтобы одним курьером отправили, но первый заказ уже почти готов, он, наверное, чуть-чуть застоится, это ничего страшного, да?"
freedom_ai_labs_0175,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Ну да да, что делать, ,"
freedom_ai_labs_0176,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"все хорошо. , все хорошо, можете тогда второй заказ оформить на доставку, а мы передадим коллегам, чтобы сразу одним курьером отправили, хорошо, ."
freedom_ai_labs_0177,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Хорошо, спасибо!"
freedom_ai_labs_0178,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Все, пожалуйста, до свидания,"
freedom_ai_labs_0179,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"спасибо! Спасибо, до свидания!"
freedom_ai_labs_0180,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Алло, дәуір, Әкітап!"
freedom_ai_labs_0181,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Добрый вечер Артем звонил с чоку фуда мне затмалика, подскажите пожалуйста пожалуйста ваше обращение с Кити Житсу вы хотели отменить заказ от ливерный адрес,"
freedom_ai_labs_0182,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"подскажите  на другой адрес вы не сможете дайте передать его  у курьер сразу этот вопрос, то есть теперь оформишь."
freedom_ai_labs_0183,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"смог, просто в прошлый раз это адрес офиса и я второй раз уже забываю изменить адрес и в прошлый раз тоже была проблема, что не смогли доставить. Вот сейчас я вот показал что успел то есть там задержать кнопку чтобы отменить, вроде как отмена прошла, а по ходу не успел, вот как сделать, то есть на другом адресе я могу принять"
freedom_ai_labs_0184,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,егер это возможно?
freedom_ai_labs_0185,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Неменадочкучку то давайте лучше я вам оформлю возврат средств, вы сможете переводить наверно адрес, хорошо, чтобы тогда вам купить хорошо хорошо, в течение пяти тире десять минут вам деньги вернутся на карту."
freedom_ai_labs_0186,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,Благодарю!
freedom_ai_labs_0187,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,До свидания!
freedom_ai_labs_0188,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Здравствуйте, я Алексей и моя дата рождения двенадцатое ноль шестое тысяча девятьсот девяносто первого я живу женой ее зовут Ава."
freedom_ai_labs_0189,Qwen3-8B-GGUF-Q8_0-edits-v2-all215,"Последним я смотрел фильм Горничная, и я не помню актеров."
