id,model,cleaned_text
freedom_ai_labs_normalized_0016,Qwen3-8B-bfloat16-normalized-edits-v2,желде күткеніңіз үшін рахмет естіп тұрмын ба
freedom_ai_labs_normalized_0017,Qwen3-8B-bfloat16-normalized-edits-v2,иә иә
freedom_ai_labs_normalized_0018,Qwen3-8B-bfloat16-normalized-edits-v2,аха сізге қай орындар ыңғайлы болады мұнда алдыңғы қатарда бесінші қатар бос екен сізге терезеден жаны ма немесе проходтан ба орын
freedom_ai_labs_normalized_0019,Qwen3-8B-bfloat16-normalized-edits-v2,маған тереза жақты жасап беріңізші ы ең алдыңғы қатардан
freedom_ai_labs_normalized_0020,Qwen3-8B-bfloat16-normalized-edits-v2,бес а орнын таңдайын онда сізге а қазір өтіп жатырмын тіркеуден
freedom_ai_labs_normalized_0021,Qwen3-8B-bfloat16-normalized-edits-v2,мына ша бес в жақ болады ма
freedom_ai_labs_normalized_0022,Qwen3-8B-bfloat16-normalized-edits-v2,бес в жағы бос емес екен бес а ғана бос екен
freedom_ai_labs_normalized_0023,Qwen3-8B-bfloat16-normalized-edits-v2,хорошо тиынымды айтсам болды ма
freedom_ai_labs_normalized_0024,Qwen3-8B-bfloat16-normalized-edits-v2,жоқ қазір күте тұрсаңыз мен сізге посадочный талоныңызды жіберетін боламын
freedom_ai_labs_normalized_0025,Qwen3-8B-bfloat16-normalized-edits-v2,ештеңе айту қажеті жоқ та
freedom_ai_labs_normalized_0026,Qwen3-8B-bfloat16-normalized-edits-v2,жоқ ештеңе айтпасаңыз да болады қазір тіркеуден өткен болатынмын
freedom_ai_labs_normalized_0027,Qwen3-8B-bfloat16-normalized-edits-v2,үш көрік түстің
freedom_ai_labs_normalized_0028,Qwen3-8B-bfloat16-normalized-edits-v2,сіздің почтаңызға жіберетін боламын тексеріп көрсеңіз
freedom_ai_labs_normalized_0029,Qwen3-8B-bfloat16-normalized-edits-v2,почта мысалы коммуна деген ба
freedom_ai_labs_normalized_0030,Qwen3-8B-bfloat16-normalized-edits-v2,иә
freedom_ai_labs_normalized_0031,Qwen3-8B-bfloat16-normalized-edits-v2,сол жерден скачать етіп ала алады ма
freedom_ai_labs_normalized_0032,Qwen3-8B-bfloat16-normalized-edits-v2,иә қазір кіріп көре аласыз ба сізге і келді ме тексеріп көрсеңіз
freedom_ai_labs_normalized_0033,Qwen3-8B-bfloat16-normalized-edits-v2,менде қазір сізбен сөйлесіп тұрғандықтан иә
freedom_ai_labs_normalized_0034,Qwen3-8B-bfloat16-normalized-edits-v2,а келмейді аха жақсы онда і кейін тексеріп көрсеңіз болады сол скачать етіп аэропортқа барғанда посадочный талоныңызды көрсетсеңіз і өте бересіз
freedom_ai_labs_normalized_0035,Qwen3-8B-bfloat16-normalized-edits-v2,Хорошо и қараңыздар мысалы қазір регистрация жасап қойдық дұрыс па
freedom_ai_labs_normalized_0036,Qwen3-8B-bfloat16-normalized-edits-v2,иә жасап қойдық
freedom_ai_labs_normalized_0037,Qwen3-8B-bfloat16-normalized-edits-v2,енді қараңыздар мысалға қырық минут емес отыз бес минут қалғанына барсам да кіріп кете аламын ғой дұрыс па
freedom_ai_labs_normalized_0038,Qwen3-8B-bfloat16-normalized-edits-v2,иә кіргізеді түсті
freedom_ai_labs_normalized_0039,Qwen3-8B-bfloat16-normalized-edits-v2,проблема жоқ та
freedom_ai_labs_normalized_0040,Qwen3-8B-bfloat16-normalized-edits-v2,ия бірақ кешікпей барғаныңыз дұрыс болады
freedom_ai_labs_normalized_0041,Qwen3-8B-bfloat16-normalized-edits-v2,аха түсінікті үлкен рахмет сау аман болыңыздар
freedom_ai_labs_normalized_0042,Qwen3-8B-bfloat16-normalized-edits-v2,аха хабарласқаныңызға рахмет сау болыңыз
freedom_ai_labs_normalized_0043,Qwen3-8B-bfloat16-normalized-edits-v2,растықты
freedom_ai_labs_normalized_0044,Qwen3-8B-bfloat16-normalized-edits-v2,сәлеметсіз бе маған жаңа смс келді де ваш заказ не вы куплен деп не себепті екенін біліп бере аласыз ба
freedom_ai_labs_normalized_0045,Qwen3-8B-bfloat16-normalized-edits-v2,ы сіз чокофуттан тапсырыс жасап па едіңіз
freedom_ai_labs_normalized_0046,Qwen3-8B-bfloat16-normalized-edits-v2,жоқ чоколайфтан бассейнға сертификат алған едік қой
freedom_ai_labs_normalized_0047,Qwen3-8B-bfloat16-normalized-edits-v2,а қазір осы номер арқылы алдыңыз ба
freedom_ai_labs_normalized_0048,Qwen3-8B-bfloat16-normalized-edits-v2,иә
freedom_ai_labs_normalized_0049,Qwen3-8B-bfloat16-normalized-edits-v2,қазір тексеріп көрейін
freedom_ai_labs_normalized_0050,Qwen3-8B-bfloat16-normalized-edits-v2,қандай ы жазу шықты дедіңіз
freedom_ai_labs_normalized_0051,Qwen3-8B-bfloat16-normalized-edits-v2,заказ не выкуплендеп шықты
freedom_ai_labs_normalized_0052,Qwen3-8B-bfloat16-normalized-edits-v2,ааа түсіндім ия он екі мың алты жүз қазір ы балансыңызға түскенін көріп тұрмын сол соманы төледіңіз ғой аха
freedom_ai_labs_normalized_0053,Qwen3-8B-bfloat16-normalized-edits-v2,иә
freedom_ai_labs_normalized_0054,Qwen3-8B-bfloat16-normalized-edits-v2,мхм болды так развлекательный комплекс доска сертификат алыпсыз взрослый билет
freedom_ai_labs_normalized_0055,Qwen3-8B-bfloat16-normalized-edits-v2,жиырма иә иә мына бүгінге мхм болды онда қазір сізге сертификатты шығарып беремін ол жерде сома обработкадан болып дұрыс жасалынбай қалған ғой қазір сізге
freedom_ai_labs_normalized_0056,Qwen3-8B-bfloat16-normalized-edits-v2,хорошо
freedom_ai_labs_normalized_0057,Qwen3-8B-bfloat16-normalized-edits-v2,қазір бір минут
freedom_ai_labs_normalized_0058,Qwen3-8B-bfloat16-normalized-edits-v2,ааа түсіндім сіз бүгінге алдыңыз ғой бір взрослый билетті а ол тура сол моментте сіздің алдыңыздан біреу сатып алып кетті де сондықтан сертификат шықпай қапты
freedom_ai_labs_normalized_0059,Qwen3-8B-bfloat16-normalized-edits-v2,үш билет үш билетте ма
freedom_ai_labs_normalized_0060,Qwen3-8B-bfloat16-normalized-edits-v2,үш билет иә сол ондай количество сертификат жоқ қазір яғни сайттан қарасам уже мүлдем жоқ тек ертеңге бар екен
freedom_ai_labs_normalized_0061,Qwen3-8B-bfloat16-normalized-edits-v2,ертеңдікін алып бүгін барсақ болмайды ма бізге
freedom_ai_labs_normalized_0062,Qwen3-8B-bfloat16-normalized-edits-v2,олай болмайды тек дотированный күнбе күнге барады
freedom_ai_labs_normalized_0063,Qwen3-8B-bfloat16-normalized-edits-v2,енді ақшаны возврат жасаң болады ма
freedom_ai_labs_normalized_0064,Qwen3-8B-bfloat16-normalized-edits-v2,иә болады сізге онда картаңызға қайтарып берейін иә ол ы ну әдетте сразу түседі бірақ ы стандартный үш жұмыс күннің ішінде деуі мүмкін бірақ бүгін түсетін шығар өйткені жаңа ғана төледіңіз бе
freedom_ai_labs_normalized_0065,Qwen3-8B-bfloat16-normalized-edits-v2,ты все хорошо ондай возврата жіберсеңіз
freedom_ai_labs_normalized_0066,Qwen3-8B-bfloat16-normalized-edits-v2,мхм болды онда он екі мың алты жүз теңгені картаңызға қайтарамын
freedom_ai_labs_normalized_0067,Qwen3-8B-bfloat16-normalized-edits-v2,ға рахмет көп қапсалон
freedom_ai_labs_normalized_0068,Qwen3-8B-bfloat16-normalized-edits-v2,оқасың жоқ сау болыңыз
freedom_ai_labs_normalized_0069,Qwen3-8B-bfloat16-normalized-edits-v2,здравствуйте уже больше тридцати минут прошло до сих пор моего заказа нету
freedom_ai_labs_normalized_0070,Qwen3-8B-bfloat16-normalized-edits-v2,как молоко обращается
freedom_ai_labs_normalized_0071,Qwen3-8B-bfloat16-normalized-edits-v2,елена
freedom_ai_labs_normalized_0072,Qwen3-8B-bfloat16-normalized-edits-v2,елена сі этого номера заказывали
freedom_ai_labs_normalized_0073,Qwen3-8B-bfloat16-normalized-edits-v2,да мне срочно надо у меня дети говорят э просят
freedom_ai_labs_normalized_0074,Qwen3-8B-bfloat16-normalized-edits-v2,или нет это что подождите подождите пожалуйста заказ на еду
freedom_ai_labs_normalized_0075,Qwen3-8B-bfloat16-normalized-edits-v2,елена так приносим извинения что задерживаемся курьеры немного не успевают так как много заказов но ваш заказ уже первый на очереди сейчас курьер должен забрать
freedom_ai_labs_normalized_0076,Qwen3-8B-bfloat16-normalized-edits-v2,минут уже про  сейчас  будет сколько часа буду  что ли  ждать пятьдесят минут надо так описать чтобы я заказала
freedom_ai_labs_normalized_0077,Qwen3-8B-bfloat16-normalized-edits-v2,курьер заберёт в течение десяти минут примерно доставит мы поторопимся
freedom_ai_labs_normalized_0078,Qwen3-8B-bfloat16-normalized-edits-v2,ну так уже прошло было тридцать пять минут или сколько прошло еще как курьер заберут и еще блин неизвестно сколько это получается час так ну напишите что час я из за вас что теперь должна сидеть час ждать я знала бы о другом месте взяла бы
freedom_ai_labs_normalized_0079,Qwen3-8B-bfloat16-normalized-edits-v2,почему это пишете двадцать тридцать минут
freedom_ai_labs_normalized_0080,Qwen3-8B-bfloat16-normalized-edits-v2,хорошо мы исправим
freedom_ai_labs_normalized_0081,Qwen3-8B-bfloat16-normalized-edits-v2,нет не надо мне исправлять дайте мне другого менеджера который эти вопросы решает вы должны как то возмещать что то это либо какие то стрельки предоставляющие за ваши косяки не за мои же
freedom_ai_labs_normalized_0082,Qwen3-8B-bfloat16-normalized-edits-v2,в качестве извинения отправим вам скидочку к следующему заказов рядом
freedom_ai_labs_normalized_0083,Qwen3-8B-bfloat16-normalized-edits-v2,и звоните предупреждайте когда ваша курьера задерживается они должны звонить предупреждать почему я должна их искать
freedom_ai_labs_normalized_0084,Qwen3-8B-bfloat16-normalized-edits-v2,в просто время да некорректно действительно не актуализировалось и поэтому так получилось за что мы извиняемся
freedom_ai_labs_normalized_0085,Qwen3-8B-bfloat16-normalized-edits-v2,какие у вас цветки есть
freedom_ai_labs_normalized_0086,Qwen3-8B-bfloat16-normalized-edits-v2,мы уже отправили на ваш аккаунт скидочку к следующему заказу тысячу тенге
freedom_ai_labs_normalized_0087,Qwen3-8B-bfloat16-normalized-edits-v2,через сколько он будет
freedom_ai_labs_normalized_0088,Qwen3-8B-bfloat16-normalized-edits-v2,как курьер заберет в течение десяти минут примерно
freedom_ai_labs_normalized_0089,Qwen3-8B-bfloat16-normalized-edits-v2,ну это сколько еще ждать когда он забирает
freedom_ai_labs_normalized_0090,Qwen3-8B-bfloat16-normalized-edits-v2,Сейчас ваш заказ первый на очереди то есть курьер уже должен забрать фотосвободится и заберет
freedom_ai_labs_normalized_0091,Qwen3-8B-bfloat16-normalized-edits-v2,мысқай все как можно скорее
freedom_ai_labs_normalized_0092,Qwen3-8B-bfloat16-normalized-edits-v2,всего доброго
freedom_ai_labs_normalized_0093,Qwen3-8B-bfloat16-normalized-edits-v2,тыңдап тұрыңыздар
freedom_ai_labs_normalized_0094,Qwen3-8B-bfloat16-normalized-edits-v2,алло саламатсыздар массаж істір ма
freedom_ai_labs_normalized_0095,Qwen3-8B-bfloat16-normalized-edits-v2,алло
freedom_ai_labs_normalized_0096,Qwen3-8B-bfloat16-normalized-edits-v2,ал чоколарль компаниясына хабарласып тұрсыз
freedom_ai_labs_normalized_0097,Qwen3-8B-bfloat16-normalized-edits-v2,қандай
freedom_ai_labs_normalized_0098,Qwen3-8B-bfloat16-normalized-edits-v2,токолайф деген бұл купондар для сертификаттар сервиса
freedom_ai_labs_normalized_0099,Qwen3-8B-bfloat16-normalized-edits-v2,алло
freedom_ai_labs_normalized_0100,Qwen3-8B-bfloat16-normalized-edits-v2,алло
freedom_ai_labs_normalized_0101,Qwen3-8B-bfloat16-normalized-edits-v2,алло
freedom_ai_labs_normalized_0102,Qwen3-8B-bfloat16-normalized-edits-v2,а здравствуйте этот я хотела узнать э мы вот э этот вегихал в кафе короче вот
freedom_ai_labs_normalized_0103,Qwen3-8B-bfloat16-normalized-edits-v2,заказ поступила у нас э этот я не могу понять здесь можете я не могу с ней связаться хотела уточнить у нас некоторых позиций нету сейчас в наличии как быть
freedom_ai_labs_normalized_0104,Qwen3-8B-bfloat16-normalized-edits-v2,номер заказа подиктуйте пожалуйста
freedom_ai_labs_normalized_0105,Qwen3-8B-bfloat16-normalized-edits-v2,так сейчас скажу просто этот некоторых позиций нету и до нее дозвониться не могу и этот сказать об этом сто девяносто два
freedom_ai_labs_normalized_0106,Qwen3-8B-bfloat16-normalized-edits-v2,дәл
freedom_ai_labs_normalized_0107,Qwen3-8B-bfloat16-normalized-edits-v2,двести девяносто девять девятьсот девяносто так нет девяносто девять ноль пять
freedom_ai_labs_normalized_0108,Qwen3-8B-bfloat16-normalized-edits-v2,девятнадцать двадцать два девятнадцать двадцать два девяносто девять девяносто девять ноль пять
freedom_ai_labs_normalized_0109,Qwen3-8B-bfloat16-normalized-edits-v2,нету подскажите
freedom_ai_labs_normalized_0110,Qwen3-8B-bfloat16-normalized-edits-v2,так сейчас я скажу вам
freedom_ai_labs_normalized_0111,Qwen3-8B-bfloat16-normalized-edits-v2,блин куда они исчезли
freedom_ai_labs_normalized_0112,Qwen3-8B-bfloat16-normalized-edits-v2,еще у меня здесь пишут как будто бы э это комбучно а вот комбучно на каком молоке на растительном или на э три и два молоко здесь непонятно латэ вот у меня пишут а здесь написано кофе декабс и корень зеленая голубая мачо это вообще разные вещи
freedom_ai_labs_normalized_0113,Qwen3-8B-bfloat16-normalized-edits-v2,вот два вот капучино есть латте есть потом ыыыы если у него шесть апкада с фисташками нету в наличии печенье кахимии нету у меня в наличии
freedom_ai_labs_normalized_0114,Qwen3-8B-bfloat16-normalized-edits-v2,так давайте тогда заказ отменим я попрошу клиента перезаказать вы у себя просто сто плиз обновите
freedom_ai_labs_normalized_0115,Qwen3-8B-bfloat16-normalized-edits-v2,хорошо
freedom_ai_labs_normalized_0116,Qwen3-8B-bfloat16-normalized-edits-v2,все спасибо оттв
freedom_ai_labs_normalized_0117,Qwen3-8B-bfloat16-normalized-edits-v2,мхм
freedom_ai_labs_normalized_0118,Qwen3-8B-bfloat16-normalized-edits-v2,алло салматысыз ба
freedom_ai_labs_normalized_0119,Qwen3-8B-bfloat16-normalized-edits-v2,сәлеметсіз
freedom_ai_labs_normalized_0120,Qwen3-8B-bfloat16-normalized-edits-v2,біз дейтін чоколайктан билет алып жатқанбыз ғой бассейнге қазір барғанға
freedom_ai_labs_normalized_0121,Qwen3-8B-bfloat16-normalized-edits-v2,иә
freedom_ai_labs_normalized_0122,Qwen3-8B-bfloat16-normalized-edits-v2,иии сол жерде бізге бүгінгі дата шықпай тұрды только ертеңгі датаға деп тұрды соны қалай істесек болады
freedom_ai_labs_normalized_0123,Qwen3-8B-bfloat16-normalized-edits-v2,есіңіз қалай болады
freedom_ai_labs_normalized_0124,Qwen3-8B-bfloat16-normalized-edits-v2,есімі маида
freedom_ai_labs_normalized_0125,Qwen3-8B-bfloat16-normalized-edits-v2,аида қай бойынша айта аласыз ба
freedom_ai_labs_normalized_0126,Qwen3-8B-bfloat16-normalized-edits-v2,ал
freedom_ai_labs_normalized_0127,Qwen3-8B-bfloat16-normalized-edits-v2,қай акция бойынша айта аласыз ба
freedom_ai_labs_normalized_0128,Qwen3-8B-bfloat16-normalized-edits-v2,ыыы
freedom_ai_labs_normalized_0129,Qwen3-8B-bfloat16-normalized-edits-v2,скідка иә отыз бес процент деп тұр
freedom_ai_labs_normalized_0130,Qwen3-8B-bfloat16-normalized-edits-v2,қайда бұл акция қайда
freedom_ai_labs_normalized_0131,Qwen3-8B-bfloat16-normalized-edits-v2,дос
freedom_ai_labs_normalized_0132,Qwen3-8B-bfloat16-normalized-edits-v2,бүгін барайын деп едіңіз ба
freedom_ai_labs_normalized_0133,Qwen3-8B-bfloat16-normalized-edits-v2,иә біз уже қазір келеміз ғой
freedom_ai_labs_normalized_0134,Qwen3-8B-bfloat16-normalized-edits-v2,мхм өкінішке орай бүгінгі күнге билеттер бітіп қалды сол жерде ғана ала аласыз оларда болса бірақ сертификаттар ертеңде ғана бар
freedom_ai_labs_normalized_0135,Qwen3-8B-bfloat16-normalized-edits-v2,хорошо рахмет
freedom_ai_labs_normalized_0136,Qwen3-8B-bfloat16-normalized-edits-v2,тындап тұрмын сізді
freedom_ai_labs_normalized_0137,Qwen3-8B-bfloat16-normalized-edits-v2,аха сізден сұрайын деген ол чоколайзта балансты қалай тудыруға болады
freedom_ai_labs_normalized_0138,Qwen3-8B-bfloat16-normalized-edits-v2,қалай баланс аккаунттың
freedom_ai_labs_normalized_0139,Qwen3-8B-bfloat16-normalized-edits-v2,мен қазір баласына екі мың теңге ақша тұр да оның тағы да үстіне ақша қосуға болады ма былай не етіп бес мың теңге қосып бірдеңе алайын дегенім ғой
freedom_ai_labs_normalized_0140,Qwen3-8B-bfloat16-normalized-edits-v2,төлеген кезде потратить бонусы деп болсаңыз болады қалған сома картаңыздан шешіледі
freedom_ai_labs_normalized_0141,Qwen3-8B-bfloat16-normalized-edits-v2,мен картамды алмайатырмын мынау еще открап келіватыр қайта қайта
freedom_ai_labs_normalized_0142,Qwen3-8B-bfloat16-normalized-edits-v2,қандай отказ
freedom_ai_labs_normalized_0143,Qwen3-8B-bfloat16-normalized-edits-v2,свяжи со своим банком деп ше картаны қабылдамайатыр
freedom_ai_labs_normalized_0144,Qwen3-8B-bfloat16-normalized-edits-v2,сіз қандай картаны қостыңыз
freedom_ai_labs_normalized_0145,Qwen3-8B-bfloat16-normalized-edits-v2,народный банктының картасы
freedom_ai_labs_normalized_0146,Qwen3-8B-bfloat16-normalized-edits-v2,распи арқылы көле алмайсыз ба
freedom_ai_labs_normalized_0147,Qwen3-8B-bfloat16-normalized-edits-v2,касске арқылы сөйтіп ақша болмай тұр ғой кәске де барып салу керек те
freedom_ai_labs_normalized_0148,Qwen3-8B-bfloat16-normalized-edits-v2,ендеше банкпен хабарласу керек мүмкін бір лимиттер бар шығар немесе і сайт арқылы көрініс төлеуге
freedom_ai_labs_normalized_0149,Qwen3-8B-bfloat16-normalized-edits-v2,так неден шы ана басқа сотовая оплата деп тұр ғой киви терминалы бір бәле дегендерді салуға болады ма наличка
freedom_ai_labs_normalized_0150,Qwen3-8B-bfloat16-normalized-edits-v2,иә иә негізі болады бірақ картамен жасаған дұрыс әйтпесе возврат болатын болса ол қиын болады
freedom_ai_labs_normalized_0151,Qwen3-8B-bfloat16-normalized-edits-v2,партамен дұрыс та
freedom_ai_labs_normalized_0152,Qwen3-8B-bfloat16-normalized-edits-v2,иә
freedom_ai_labs_normalized_0153,Qwen3-8B-bfloat16-normalized-edits-v2,онда каспийдің картасымен болады ма
freedom_ai_labs_normalized_0154,Qwen3-8B-bfloat16-normalized-edits-v2,выбрать способ оплаты дегенде сіз ол жерде карточный таңдай аласыз
freedom_ai_labs_normalized_0155,Qwen3-8B-bfloat16-normalized-edits-v2,кейін сізді сол каспинг қолданбасын айтып жібереді
